unidade;setor_centro_custo;ano;mes;pacientes_lp;saidas;tx_lp
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2023;12;7;219,0;0,0319634703196347
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2023;12;2;92,0;0,021739130434782608
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;1;4;199,0;0,020100502512562814
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;1;1;79,0;0,012658227848101266
HIJPII;UTI;2024;1;1;5,0;0,2
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;2;9;219,0;0,0410958904109589
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;3;6;327,0;0,01834862385321101
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;4;7;335,0;0,020895522388059702
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;4;2;170,0;0,011764705882352941
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;5;11;296,0;0,037162162162162164
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;6;10;260,0;0,038461538461538464
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;6;1;102,0;0,00980392156862745
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;7;8;236,0;0,03389830508474576
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;8;12;233,0;0,05150214592274678
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;9;8;245,0;0,0326530612244898
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;9;1;100,0;0,01
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;10;8;225,0;0,035555555555555556
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;10;1;119,0;0,008403361344537815
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;11;5;222,0;0,02252252252252252
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;12;10;240,0;0,041666666666666664
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2024;12;1;111,0;0,009009009009009009
HIJPII;UTI;2024;12;1;9,0;0,1111111111111111
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;1;9;239,0;0,03765690376569038
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;1;1;78,0;0,01282051282051282
HIJPII;UTI;2025;1;2;4,0;0,5
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;2;10;208,0;0,04807692307692308
HIJPII;AMBULATORIO - ESPECIALIDADES;2025;3;1;1,0;1,0
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;3;6;263,0;0,022813688212927757
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;4;4;326,0;0,012269938650306749
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;5;8;330,0;0,024242424242424242
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;5;3;169,0;0,01775147928994083
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;6;4;301,0;0,013289036544850499
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;6;2;156,0;0,01282051282051282
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;7;6;239,0;0,02510460251046025
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;7;1;119,0;0,008403361344537815
HIJPII;UTI;2025;7;1;5,0;0,2
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;8;8;202,0;0,039603960396039604
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;8;1;90,0;0,011111111111111112
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;9;7;183,0;0,03825136612021858
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;9;3;93,0;0,03225806451612903
HIJPII;UTI;2025;9;1;3,0;0,3333333333333333
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;10;8;201,0;0,03980099502487562
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;10;2;105,0;0,01904761904761905
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;11;3;198,0;0,015151515151515152
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;11;3;117,0;0,02564102564102564
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;12;8;210,0;0,0380952380952381
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2025;12;2;129,0;0,015503875968992248
HIJPII;UTI;2025;12;2;7,0;0,2857142857142857
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2022;1;4;52,0;0,07692307692307693
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;1;1;47,0;0,02127659574468085
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;1;10;113,0;0,08849557522123894
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;1;1;111,0;0,009009009009009009
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;1;7;28,0;0,25
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2022;1;1;9,0;0,1111111111111111
HJK;UTI COVID-19;2022;1;3;20,0;0,15
HJK;ALOJAMENTO CONJUNTO;2022;2;2;190,0;0,010526315789473684
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2022;2;4;76,0;0,05263157894736842
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;2;5;42,0;0,11904761904761904
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;2;6;44,0;0,13636363636363635
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;2;1;68,0;0,014705882352941176
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;2;9;23,0;0,391304347826087
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2022;2;3;8,0;0,375
HJK;UTI COVID-19;2022;2;2;12,0;0,16666666666666666
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2022;3;5;87,0;0,05747126436781609
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;3;3;75,0;0,04
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;3;1;57,0;0,017543859649122806
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;3;1;38,0;0,02631578947368421
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;3;4;15,0;0,26666666666666666
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2022;3;5;13,0;0,38461538461538464
HJK;UTI COVID-19;2022;3;1;8,0;0,125
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2022;4;1;7,0;0,14285714285714285
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;4;4;101,0;0,039603960396039604
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;4;5;95,0;0,05263157894736842
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;4;4;79,0;0,05063291139240506
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;4;3;12,0;0,25
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2022;4;2;8,0;0,25
HJK;UTI COVID-19;2022;4;5;14,0;0,35714285714285715
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;5;1;78,0;0,01282051282051282
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;5;5;101,0;0,04950495049504951
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;5;4;103,0;0,038834951456310676
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;5;4;24,0;0,16666666666666666
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;5;4;50,0;0,08
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2022;5;2;17,0;0,11764705882352941
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;6;2;8,0;0,25
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;6;3;69,0;0,043478260869565216
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;6;7;101,0;0,06930693069306931
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;6;4;103,0;0,038834951456310676
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;6;3;15,0;0,2
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;6;3;50,0;0,06
HJK;UTI - ADULTO;2022;6;3;19,0;0,15789473684210525
HJK;UTI - NEONATAL;2022;6;2;5,0;0,4
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;7;1;3,0;0,3333333333333333
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;7;5;61,0;0,08196721311475409
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;7;8;106,0;0,07547169811320754
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;7;3;81,0;0,037037037037037035
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;7;4;18,0;0,2222222222222222
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;7;9;79,0;0,11392405063291139
HJK;UTI - ADULTO;2022;7;1;18,0;0,05555555555555555
HJK;UTI - NEONATAL;2022;7;1;5,0;0,2
HJK;ALOJAMENTO CONJUNTO;2022;8;2;216,0;0,009259259259259259
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;8;4;6,0;0,6666666666666666
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;8;3;85,0;0,03529411764705882
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;8;5;97,0;0,05154639175257732
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;8;8;94,0;0,0851063829787234
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;8;4;15,0;0,26666666666666666
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;8;2;137,0;0,014598540145985401
HJK;UTI - ADULTO;2022;8;1;10,0;0,1
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;9;3;3,0;1,0
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;9;2;83,0;0,024096385542168676
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;9;6;116,0;0,05172413793103448
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;9;5;99,0;0,050505050505050504
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;9;8;17,0;0,47058823529411764
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;9;2;153,0;0,013071895424836602
HJK;UTI - ADULTO;2022;9;2;9,0;0,2222222222222222
HJK;ALOJAMENTO CONJUNTO;2022;10;1;197,0;0,005076142131979695
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;10;6;7,0;0,8571428571428571
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;10;2;90,0;0,022222222222222223
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;10;9;120,0;0,075
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;10;4;119,0;0,03361344537815126
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;10;5;21,0;0,23809523809523808
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;10;8;133,0;0,06015037593984962
HJK;UTI - ADULTO;2022;10;1;13,0;0,07692307692307693
HJK;ALOJAMENTO CONJUNTO;2022;11;2;200,0;0,01
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2022;11;2;3,0;0,6666666666666666
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;11;5;71,0;0,07042253521126761
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;11;10;100,0;0,1
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;11;6;92,0;0,06521739130434782
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;11;3;13,0;0,23076923076923078
HJK;UNIDADE URGENCIA/EMERGENCIA;2022;11;4;130,0;0,03076923076923077
HJK;UTI - ADULTO;2022;11;2;11,0;0,18181818181818182
HJK;ALOJAMENTO CONJUNTO;2022;12;1;244,0;0,004098360655737705
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2022;12;3;62,0;0,04838709677419355
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;12;5;106,0;0,04716981132075472
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2022;12;12;102,0;0,11764705882352941
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2022;12;5;25,0;0,2
HJK;UTI - ADULTO;2022;12;2;6,0;0,3333333333333333
HJK;UTI - NEONATAL;2022;12;1;5,0;0,2
HJK;ALOJAMENTO CONJUNTO;2023;1;2;208,0;0,009615384615384616
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;1;2;5,0;0,4
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;1;3;77,0;0,03896103896103896
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;1;3;122,0;0,02459016393442623
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;1;3;81,0;0,037037037037037035
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;1;1;20,0;0,05
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;1;2;119,0;0,01680672268907563
HJK;UTI - ADULTO;2023;1;5;12,0;0,4166666666666667
HJK;UTI - NEONATAL;2023;1;2;6,0;0,3333333333333333
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;2;1;10,0;0,1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;2;2;62,0;0,03225806451612903
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;2;11;115,0;0,09565217391304348
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;2;7;100,0;0,07
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;2;2;17,0;0,11764705882352941
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;2;5;134,0;0,03731343283582089
HJK;UTI - ADULTO;2023;2;1;16,0;0,0625
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;3;4;12,0;0,3333333333333333
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;3;5;68,0;0,07352941176470588
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;3;4;125,0;0,032
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;3;7;110,0;0,06363636363636363
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;3;6;28,0;0,21428571428571427
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;3;1;185,0;0,005405405405405406
HJK;UTI - NEONATAL;2023;3;1;1,0;1,0
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;4;3;6,0;0,5
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;4;2;72,0;0,027777777777777776
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;4;7;110,0;0,06363636363636363
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;4;4;104,0;0,038461538461538464
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;4;3;22,0;0,13636363636363635
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;4;3;167,0;0,017964071856287425
HJK;UTI - ADULTO;2023;4;2;15,0;0,13333333333333333
HJK;ALOJAMENTO CONJUNTO;2023;5;2;248,0;0,008064516129032258
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;5;3;7,0;0,42857142857142855
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;5;5;89,0;0,056179775280898875
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;5;8;102,0;0,0784313725490196
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;5;6;111,0;0,05405405405405406
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;5;8;22,0;0,36363636363636365
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;5;5;233,0;0,02145922746781116
HJK;UTI - ADULTO;2023;5;2;24,0;0,08333333333333333
HJK;ALOJAMENTO CONJUNTO;2023;6;1;229,0;0,004366812227074236
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;6;5;18,0;0,2777777777777778
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;6;1;82,0;0,012195121951219513
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;6;10;114,0;0,08771929824561403
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;6;8;110,0;0,07272727272727272
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;6;5;17,0;0,29411764705882354
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;6;5;181,0;0,027624309392265192
HJK;UTI - ADULTO;2023;6;4;28,0;0,14285714285714285
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;7;1;8,0;0,125
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;7;5;79,0;0,06329113924050633
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;7;9;107,0;0,08411214953271028
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;7;8;113,0;0,07079646017699115
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;7;2;19,0;0,10526315789473684
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;7;3;221,0;0,013574660633484163
HJK;UTI - ADULTO;2023;7;3;18,0;0,16666666666666666
HJK;UTI - NEONATAL;2023;7;1;2,0;0,5
HJK;ALOJAMENTO CONJUNTO;2023;8;1;280,0;0,0035714285714285713
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;8;3;5,0;0,6
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;8;2;108,0;0,018518518518518517
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;8;13;111,0;0,11711711711711711
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;8;9;123,0;0,07317073170731707
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;8;9;31,0;0,2903225806451613
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;8;3;222,0;0,013513513513513514
HJK;UTI - ADULTO;2023;8;3;31,0;0,0967741935483871
HJK;ALOJAMENTO CONJUNTO;2023;9;1;240,0;0,004166666666666667
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;9;2;6,0;0,3333333333333333
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;9;3;151,0;0,019867549668874173
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;9;14;102,0;0,13725490196078433
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;9;1;111,0;0,009009009009009009
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;9;5;14,0;0,35714285714285715
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;9;6;189,0;0,031746031746031744
HJK;UTI - ADULTO;2023;9;5;26,0;0,19230769230769232
HJK;UTI - NEONATAL;2023;9;1;2,0;0,5
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;10;5;12,0;0,4166666666666667
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;10;7;131,0;0,05343511450381679
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;10;11;104,0;0,10576923076923077
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;10;12;115,0;0,10434782608695652
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;10;6;25,0;0,24
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;10;4;255,0;0,01568627450980392
HJK;ALOJAMENTO CONJUNTO;2023;11;1;250,0;0,004
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;11;1;9,0;0,1111111111111111
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;11;4;148,0;0,02702702702702703
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;11;13;115,0;0,11304347826086956
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;11;11;87,0;0,12643678160919541
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;11;12;33,0;0,36363636363636365
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;11;3;230,0;0,013043478260869565
HJK;UTI - ADULTO;2023;11;5;37,0;0,13513513513513514
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2023;12;3;17,0;0,17647058823529413
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2023;12;1;132,0;0,007575757575757576
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;12;8;116,0;0,06896551724137931
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2023;12;9;114,0;0,07894736842105263
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2023;12;7;20,0;0,35
HJK;UNIDADE URGENCIA/EMERGENCIA;2023;12;2;233,0;0,008583690987124463
HJK;UTI - ADULTO;2023;12;4;40,0;0,1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;1;1;141,0;0,0070921985815602835
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;1;5;119,0;0,04201680672268908
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2024;1;4;112,0;0,03571428571428571
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2024;1;5;24,0;0,20833333333333334
HJK;UNIDADE URGENCIA/EMERGENCIA;2024;1;2;223,0;0,008968609865470852
HJK;UTI - ADULTO;2024;1;2;28,0;0,07142857142857142
HJK;ALOJAMENTO CONJUNTO;2024;2;1;253,0;0,003952569169960474
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2024;2;2;8,0;0,25
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;2;2;149,0;0,013422818791946308
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;2;7;126,0;0,05555555555555555
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2024;2;5;110,0;0,045454545454545456
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2024;2;7;25,0;0,28
HJK;UNIDADE URGENCIA/EMERGENCIA;2024;2;1;314,0;0,0031847133757961785
HJK;UTI - ADULTO;2024;2;8;33,0;0,24242424242424243
HJK;UTI - NEONATAL;2024;2;1;2,0;0,5
HJK;ALOJAMENTO CONJUNTO;2024;3;3;294,0;0,01020408163265306
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2024;3;5;10,0;0,5
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;3;2;189,0;0,010582010582010581
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;3;5;127,0;0,03937007874015748
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2024;3;4;106,0;0,03773584905660377
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2024;3;5;56,0;0,08928571428571429
HJK;UNIDADE URGENCIA/EMERGENCIA;2024;3;1;395,0;0,002531645569620253
HJK;UTI - ADULTO;2024;3;8;35,0;0,22857142857142856
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2024;4;2;10,0;0,2
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;4;1;186,0;0,005376344086021506
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;4;15;120,0;0,125
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2024;4;7;117,0;0,05982905982905983
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2024;4;5;56,0;0,08928571428571429
HJK;UNIDADE URGENCIA/EMERGENCIA;2024;4;3;313,0;0,009584664536741214
HJK;UTI - ADULTO;2024;4;5;27,0;0,18518518518518517
HJK;UTI - NEONATAL;2024;4;1;4,0;0,25
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2024;5;4;13,0;0,3076923076923077
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;5;7;168,0;0,041666666666666664
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;5;9;134,0;0,06716417910447761
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2024;5;6;122,0;0,04918032786885246
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2024;5;3;58,0;0,05172413793103448
HJK;UNIDADE URGENCIA/EMERGENCIA;2024;5;1;306,0;0,0032679738562091504
HJK;UTI - ADULTO;2024;5;7;41,0;0,17073170731707318
HJK;UTI - NEONATAL;2024;5;1;7,0;0,14285714285714285
HJK;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;2024;6;3;7,0;0,42857142857142855
